Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E)
Bunyoro,Masindi District,9,4,13,10710,8379,19089,13882,8878,22760,5785,5102,10887,6995,6372,13367,9,10273,10282,4,8199,8203,85478,82508,167986,6745,6154,12899,5653,4926,10579,4926,4,4930,4926,7920,12846,13056,8496,21552,4,6033,6037,5432,4837,10269,566,1046,1612,37381,28735,66116,5652,6376,12028,291113,342635,3891,1.016428918,337096.8633,86.63502013,1.6873,31.7138
Busoga,Mayuge District,24,20,44,25973,13911,39884,42460,16669,59129,16149,12420,28569,22375,19878,42253,24,25811,25835,20,13838,13858,221030,217478,438508,22258,19776,42034,16069,12377,28446,12377,19,12396,12377,13486,25863,40916,16233,57149,19,19268,19287,15654,12024,27678,2484,4813,7297,106981,62898,169879,19081,19898,38979,473239,577563,1075,1.020121459,566170.8169,526.6705273,0.3125,33.528
Bugisu,Mbale City,123,131,254,9776,6174,15950,20230,10729,30959,5050,4332,9382,7814,7006,14820,87,9612,9699,83,6075,6158,80118,76774,156892,7710,6875,14585,4979,4259,9238,4259,83,4342,4259,5963,10222,19166,10133,29299,83,6743,6826,4913,4212,9125,535,1463,1998,42993,28372,71365,8240,7137,15377,266617,290414,156,1.008586083,287941.7087,1845.780184,1.0871,34.1781
Bugisu,Mbale District,5,7,12,10519,6911,17430,16171,7568,23739,5539,4478,10017,8460,7139,15599,1,10462,10463,0,6863,6863,85884,82340,168224,8428,7116,15544,5496,4436,9932,4436,0,4436,4436,6822,11258,15970,7431,23401,0,7073,7073,5474,4404,9878,776,1373,2149,40694,26103,66797,9414,7146,16560,222343,290356,360,1.027047984,282709.2839,785.3035663,1.0344,34.1977
Ankole,Mbarara City,5,3,8,1339,1227,2566,2877,2390,5267,1242,1227,2469,1532,1544,3076,2,1041,1043,2,970,972,15120,9196,24316,726,752,1478,564,534,1098,534,2,536,534,952,1486,2341,2046,4387,2,744,746,556,524,1080,27,135,162,6995,6391,13386,618,1547,2165,199066,264425,471,1.028799021,257022.9895,545.6963684,0.6121, 30.6373
Ankole,Mbarara District,4,2,6,2804,2883,5687,3757,2295,6052,1412,1296,2708,1227,1127,2354,4,2682,2686,1,2752,2753,21002,19456,40458,1087,984,2071,1344,1212,2556,1212,1,1213,1212,2676,3888,3281,2074,5355,1,969,970,1317,1203,2520,39,190,229,9204,7603,16807,735,1129,1864,145838,174039,773,1.017835486,170989.3224,221.2022282,0.6121,30.6373
Ankole,Mitooma District,34,24,58,3737,3267,7004,7020,4408,11428,1969,1662,3631,1630,1341,2971,32,3485,3517,25,3043,3068,26374,23650,50024,1472,1201,2673,1779,1490,3269,1490,24,1514,1490,2879,4369,6207,3979,10186,24,1148,1172,1701,1423,3124,80,273,353,14390,10702,25092,1437,1365,2802,183444,226009,544,1.021085766,221341.8378,406.8783782,0.6193,30.0203
North Central,Mityana District,22,20,42,20320,16881,37201,27811,19989,47800,11642,10328,21970,10999,10190,21189,23,18498,18521,27,15604,15631,154622,150460,305082,10051,9435,19486,10714,9540,20254,9540,19,9559,9540,16391,25931,26253,16329,42582,19,9810,9829,11287,10063,21350,567,1841,2408,70794,57408,128202,6059,10210,16269,328964,407386,1525,1.021611499,398768.0252,261.4872296,0.4016,32.044
Karamoja,Moroto District,26,21,47,4900,3504,8404,5862,3540,9402,2868,2646,5514,6400,6354,12754,23,4861,4884,15,3487,3502,53308,53786,107094,6372,6325,12697,2850,2635,5485,2635,15,2650,2635,3426,6061,5698,3372,9070,15,6257,6272,2815,2602,5417,164,547,711,20056,16065,36121,6662,6375,13037,103432,103639,3533,1.000199951,103618.2814,29.32869555,2.7495,34.5971
West Nile,Moyo District,13,21,34,18161,14382,32543,14095,6347,20442,9906,8746,18652,9476,9607,19083,13,17904,17917,21,14194,14215,139734,137596,277330,9402,9534,18936,9795,8661,18456,8661,21,8682,8661,14063,22724,13698,6200,19898,21,9383,9404,9804,8593,18397,279,781,1060,51651,39103,90754,2970,9628,12598,95951,109572,1072,1.013362919,108127.1063,100.8648379,3.636,31.7651
South Central,Mpigi District,28,5,33,6226,5853,12079,10451,7786,18237,3410,4160,7570,3643,3667,7310,26,5975,6001,4,5710,5714,53190,49570,102760,3431,3473,6904,3318,2971,6289,2971,4,2975,2971,5646,8617,9684,7250,16934,4,3453,3457,3274,2920,6194,233,810,1043,23758,21471,45229,2615,3672,6287,250548,326690,1204,1.026891337,318134.9265,264.2316665,0.2274,32.3249
North Central,Mubende District,55,118,173,14507,10957,25464,23656,17958,41614,7372,6561,13933,7641,6979,14620,55,14202,14257,119,10735,10854,107328,102464,209792,7408,6754,14162,7195,6336,13531,6336,114,6450,6336,10753,17089,23090,17616,40706,114,6765,6879,7203,6324,13527,748,1879,2627,53231,42573,95804,7058,7097,14155,412804,522015,2711,1.023749985,509904.7692,188.0873365,0.449,31.3542
North Central,Mukono District,396,317,713,20385,17163,37548,31340,20295,51635,13211,11580,24791,12221,11206,23427,201,18744,18945,204,16039,16243,166812,158544,325356,10960,10139,21099,11644,10156,21800,10156,179,10335,10156,15882,26038,28309,18254,46563,179,10065,10244,11626,10186,21812,882,3172,4054,77553,60561,138114,11375,11523,22898,596804,929224,1831,1.045270922,888979.0962,485.5156178,0.2835, 32.7633
Karamoja,Nabilatuk District,24,20,44,3765,2167,5932,4929,1388,6317,2858,2138,4996,9852,8513,18365,24,3765,3789,20,2167,2187,58674,59540,118214,9852,8510,18362,2858,2138,4996,2138,20,2158,2138,2116,4254,4732,1363,6095,20,8063,8083,2800,2097,4897,203,523,726,21428,14226,35654,9641,8533,18174,68409,136785,1561,1.071747609,127627.9964,81.7604077,2.091,34.5971
Karamoja,Nakapiripirit District,30,32,62,5077,3297,8374,8025,7843,15868,3560,2892,6452,11757,10801,22558,13,4877,4890,14,3228,3242,74284,73930,148214,11411,10422,21833,3486,2827,6313,2827,13,2840,2827,3152,5979,7216,7499,14715,13,10331,10344,3440,2793,6233,244,698,942,28449,24865,53314,10477,10833,21310,88281,111681,2641,1.023790759,109085.7669,41.30472051,1.7013,34.5971
North Central,Nakaseke District,18,12,30,11171,9479,20650,14657,12489,27146,6075,5496,11571,5681,5811,11492,16,10528,10544,11,8932,8943,85100,81176,166276,5200,5249,10449,5700,5314,11014,5314,11,5325,5314,8486,13800,12880,12219,25099,11,5136,5147,5453,4981,10434,363,822,1185,37602,33287,70889,4696,5823,10519,197373,251398,3475,1.024489255,245388.6157,70.61542899,1.2231,32.0837
North Central,Nakasongola District,58,55,113,14807,11670,26477,15982,11315,27297,8444,7614,16058,9353,9146,18499,44,13631,13675,50,10521,10571,117606,113270,230876,8781,8538,17319,7743,6876,14619,6876,50,6926,6876,10895,17771,14499,10207,24706,50,8647,8697,7897,7105,15002,630,1421,2051,48644,39800,88444,8544,9201,17745,181795,226074,3314,1.022037588,221199.3009,66.74692243,1.349,32.4467
Busoga,Namayingo District,68,43,111,22387,13894,36281,36438,18179,54617,12545,10416,22961,19234,17713,36947,68,22322,22390,44,13860,13904,192404,189066,381470,19212,17701,36913,12531,10406,22937,10406,43,10449,10406,13828,24234,36236,18049,54285,43,17672,17715,12504,10375,22879,2710,5395,8105,90672,60245,150917,6093,17756,23849,215443,266716,587,1.021578321,261082.2827,444.7739058,0.3426,33.8411
Bugisu,Namisindwa District,40,27,67,4893,3194,8087,8167,4499,12666,2850,2294,5144,3353,2899,6252,40,4665,4705,27,3109,3136,38474,37072,75546,3228,2810,6038,2776,2229,5005,2229,27,2256,2229,3008,5237,7361,4258,11619,27,2728,2755,2691,2337,5028,788,1179,1967,19303,12913,32216,3462,2926,6388,204281,257346,298,1.023361195,251471.3293,843.8635212,0.9054,34.3754
Busoga,Namutumba District,11,5,16,14539,8833,23372,25639,11957,37596,9281,7377,16658,12635,11320,23955,11,14278,14289,5,8741,8746,127296,126222,253518,12316,11073,23389,9149,7279,16428,7279,5,7284,7279,8731,16010,24940,11819,36759,5,11033,11038,9137,7250,16387,796,2203,2999,62105,39492,101597,9727,11325,21052,252557,311339,812,1.021144992,304892.06,375.4828325,0.8493,33.6623
Karamoja,Napak District,32,33,65,7929,4459,12388,11392,3653,15045,5523,4232,9755,13212,11910,25122,32,7851,7883,33,4429,4462,94444,95122,189566,13125,11859,24984,5494,4207,9701,4207,33,4240,4207,4429,8636,11250,3606,14856,33,11859,11892,5494,4207,9701,392,1123,1515,38088,24287,62375,13889,11943,25832,142224,211830,4822,1.040642258,203556.9844,42.21422324,2.4265,34.331
West Nile,Nebbi District,21,13,34,27049,14404,41453,35080,12025,47105,13751,12204,25955,21396,20570,41966,20,25088,25108,12,13517,13529,213116,203502,416618,20255,19447,39702,12985,11631,24616,11631,13,11644,11631,14158,25789,34334,11758,46092,13,20358,20371,14216,12038,26254,1571,2834,4405,97297,59216,156513,7654,20583,28237,238757,299398,987,1.022890813,292697.9069,296.5530971,2.4104,31.2168
Teso,Ngora District,20,17,37,14329,9094,23423,20310,9050,29360,6908,5302,12210,5896,5048,10944,20,14326,14346,17,9083,9100,93200,84774,177974,5894,5013,10907,6893,5265,12158,5265,12,5277,5265,8780,14045,19674,8778,28452,12,4872,4884,6677,4986,11663,1906,3791,5697,47463,28511,75974,4427,5065,9492,141919,213777,640,1.041818448,205196.0208,320.6187825,1.4908,33.7518
North Central,North Central,835,719,1554,168829,136942,305771,233946,155704,389650,99031,87686,186717,105527,99721,205248,632,160350,160982,568,130764,131332,1368558,1335944,2704502,100012,94205,194217,93793,83141,176934,83141,520,83661,83141,130019,213160,213252,143751,357003,520,93227,93747,93439,82702,176141,7983,21194,29177,608168,480772,1088940,94045,100440,194485,,,,#DIV/0!,#DIV/0!,#DIV/0!,,
Tooro,Ntoroko District,2,0,2,1713,1100,2813,2420,1208,3628,870,723,1593,1151,1081,2232,2,1660,1662,1,1068,1069,13112,11966,25078,1095,1036,2131,847,688,1535,688,1,689,688,940,1628,2022,1065,3087,1,956,957,778,604,1382,58,100,158,6156,4112,10268,650,1081,1731,67005,114858,1236,1.055371602,108831.8085,88.05162497,1.0125,30.3897
Ankole,Ntungamo District,38,27,65,13432,12529,25961,17651,11587,29238,5070,4584,9654,4282,3947,8229,24,13191,13215,16,12252,12268,86732,77086,163818,4187,3889,8076,5000,4522,9522,4522,16,4538,4522,11885,16407,16718,11012,27730,16,3734,3750,4848,4389,9237,142,582,724,40473,32674,73147,2051,3974,6025,483841,552786,1999,1.013410587,545470.9151,272.8718935,0.9807,30.2513
Acholi,Nwoya District,33,21,54,16095,8696,24791,21939,7887,29826,8989,7502,16491,14327,13977,28304,33,15727,15760,20,8593,8613,138336,135142,273478,14102,13672,27774,8909,7442,16351,7442,20,7462,7442,8542,15984,21194,7689,28883,20,13589,13609,8828,7370,16198,878,2077,2955,61383,38083,99466,11580,13998,25578,133506,220593,4679,1.051499558,209788.9613,44.83628154,2.6351,32.0028
West Nile,Obongi District,8,2,10,23706,16850,40556,17861,6020,23881,10448,8810,19258,11868,11734,23602,5,22377,22382,2,16187,16189,162862,148524,311386,11246,10987,22233,10094,8614,18708,8614,2,8616,8614,16091,24705,15451,5470,20921,2,10861,10863,130128,8416,138544,395,752,1147,63891,43416,107307,3586,11736,15322,43061,142983,837,1.127509032,126813.1749,151.5091695,3.4335,31.5827
Acholi,Omoro District,21,28,49,25247,12919,38166,25774,6379,32153,11501,8754,20255,15868,13988,29856,21,24983,25004,27,12726,12753,175736,159638,335374,15741,13849,29590,11451,8698,20149,8698,27,8725,8698,12657,21355,24942,6254,31196,27,13746,13773,11329,8588,19917,1256,2502,3758,78411,42068,120479,13987,14016,28003,142875,207339,1483,1.037940541,199759.9975,134.6999309,2.7152,32.492
Lango,Otuke District,8,6,14,13187,6655,19842,14776,4158,18934,6429,4757,11186,8206,7383,15589,8,13060,13068,6,6590,6596,92878,85162,178040,8178,7360,15538,6390,4728,11118,4728,6,4734,4728,6463,11191,14463,4052,18515,6,7224,7230,6287,4643,10930,692,1548,2240,42606,22959,65565,8179,7389,15568,104254,161069,1549,1.044460267,154212.6637,99.55627096,2.5214,33.3486
Lango,Oyam District,204,164,368,33006,15470,48476,42465,15475,57940,12285,9425,21710,18125,16617,34742,202,32940,33142,157,15424,15581,210350,181108,391458,18054,16600,34654,12285,9414,21699,9414,156,9570,9414,15217,24631,41383,15191,56574,156,16331,16487,12030,9249,21279,4517,7918,12435,106085,57151,163236,19063,16781,35844,383644,477464,2196,1.022118437,467131.7753,212.7193876,2.2776,32.4467
Acholi,Pader District,31,32,63,51563,29072,80635,45767,13503,59270,21811,16554,38365,24310,22430,46740,30,51524,51554,31,29022,29053,331424,293590,625014,24276,22402,46678,21798,16541,38339,16541,29,16570,16541,28667,45208,45054,13209,58263,29,22043,22072,21557,16327,37884,1026,2257,3283,143482,81591,225073,18454,22462,40916,178004,240159,3326,1.030402516,233072.9945,70.07606571,2.9431,32.8084
West Nile,Pakwach District,84,82,166,21415,10882,32297,18352,6315,24667,10424,8672,19096,13882,12883,26765,84,21268,21352,82,10759,10841,156108,146888,302996,13756,12762,26518,10353,8628,18981,8628,82,8710,8628,10607,19235,17813,5984,23797,82,12628,12710,10217,8507,18724,1060,1756,2816,64157,38834,102991,2796,12965,15761,158037,206961,877,1.027337104,201453.8355,229.7079082,2.4738,31.3999
Bukedi,Pallisa District,9,11,20,14216,6927,21143,18297,5871,24168,6849,5319,12168,9356,8067,17423,9,14126,14135,11,6846,6857,101166,93536,194702,9311,8014,17325,6792,5269,12061,5269,11,5280,5269,6833,12102,18059,5739,23798,11,7979,7990,6779,5257,12036,1380,2910,4290,48727,26195,74922,9081,8078,17159,275128,334697,796,1.01979224,328201.1639,412.3130199,1.2009,33.7071
South Central,Rakai District,1,3,4,20292,16119,36411,19236,10790,30026,9272,8199,17471,6897,6561,13458,0,19472,19472,3,15390,15393,131588,123116,254704,6683,6364,13047,8794,7875,16669,7875,3,7878,7875,16089,23964,19168,10559,29727,3,6544,6547,9239,8162,17401,386,997,1383,55698,41672,97370,2444,6564,9008,276746,346885,1528,1.02284639,339136.945,221.9482624,0.7083,31.3542
Kigezi,Rubanda District,1,0,1,226,347,573,755,1573,2328,87,61,148,75,78,153,1,210,211,0,344,344,1712,1444,3156,69,71,140,69,57,126,57,0,57,57,342,399,721,1550,2271,0,70,70,68,56,124,1,16,17,1144,2059,3203,73,78,151,196896,249454,660,1.023942002,243621.2204,369.1230612,1.1517,29.8352
Ankole,Rubirizi District,23,18,41,4247,3723,7970,5542,3366,8908,1843,1705,3548,1626,1459,3085,23,4241,4264,18,3717,3735,29264,27278,56542,1617,1453,3070,1839,1699,3538,1699,17,1716,1699,3616,5315,5357,3236,8593,17,1418,1435,1797,1659,3456,39,133,172,13281,10271,23552,2202,1477,3679,129149,168211,1096,1.026777479,163824.2009,149.4746358,0.2642,30.1084
Kigezi,Rukiga District,0,1,1,1117,1145,2262,1386,1040,2426,469,421,890,477,352,829,0,1117,1117,1,1150,1151,7974,7388,15362,476,352,828,469,421,890,421,1,422,421,1133,1554,1361,1020,2381,1,348,349,467,415,882,2,38,40,3449,2959,6408,165,353,518,100726,132355,426,1.027684666,128789.5056,302.322783,1.1326,30.0434
