Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E)
Karamoja,Abim District,6,7,13,16161,9062,25223,16507,8054,24561,9159,7466,16625,16596,15192,31788,6,7,13,15941,8960,24901,16012,7903,23915,16378,14986,31364,9108,7364,16472,6,7,13,15519,8695,24214,15792,7814,23606,16100,14701,30801,8892,7150,16042,666,1106,1772,41833,39781,81614,16602,15199,31801,107966,144084,2301,1.029278437,128376.1239,55.79144888,2.7067,33.6595
Acholi,Acholi,316,338,654,365422,214763,580185,456269,123147,579416,174675,139233,313908,195330,185351,380681,240,346,586,354788,208230,563018,306889,113844,420733,188319,178319,366638,169672,134902,304574,243,404,647,349646,207335,556981,303590,111847,415437,199045,176002,375047,167445,132943,300388,10653,20859,31512,996682,662832,1659514,195646,185689,381335,1500762,2044355,28522,1.031393639,1806585.489,63.34007043,,
West Nile,Adjumani District,14,10,24,68996,51991,120987,60160,28387,88547,39961,33652,73613,44368,43281,87649,20,8,28,66330,49125,115455,56705,27383,84088,42505,42053,84558,38666,32191,70857,10,7,17,63988,47276,111264,53973,26342,80315,41805,39693,81498,37330,121192,158522,1519,3234,4753,169131,157321,326452,44382,43291,87673,107966,144084,2301,1.029278437,128376.1239,55.79144888,3.2549,31.7195
Acholi,Agago District,46,66,112,66256,39123,105379,58935,20260,79195,31103,23984,55087,34995,32884,67879,44,64,108,65144,38505,103649,57225,19666,76891,34509,32382,66891,30715,23654,54369,44,203,247,64246,38048,102294,56111,19373,75484,34253,31917,66170,30185,23291,53476,1379,2835,4214,156340,116317,272657,35041,32950,67991,227792,307235,3493,1.03037004,272582.3933,78.0367573,2.9251, 33.3486
Lango,Alebtong District,3,5,8,7110,3851,10961,9974,3515,13489,3936,3217,7153,4529,4269,8798,2,4,6,7103,3842,10945,9932,3491,13423,4548,4271,8819,3955,3232,7187,2,3,5,6967,3819,10786,9867,3455,13322,4503,4243,8746,3932,3214,7146,358,698,1056,21023,14857,35880,4532,4274,8806,227541,283509,1534,1.022234935,259635.4412,169.253873,2.2914,33.2139
Lango,Amolatar District,0,0,0,8194,5035,13229,9912,4633,14545,4170,3657,7827,3888,3812,7700,0,0,0,8101,4999,13100,9604,4548,14152,3789,3721,7510,4154,3645,7799,0,0,0,7932,4932,12864,9420,4431,13851,3717,3669,7386,4089,3578,7667,310,567,877,22276,17137,39413,3888,3812,7700,147166,188715,1163,1.025179454,170846.7994,146.9018051,1.6054,32.8084
Karamoja,Amudat District,8,5,13,3393,2496,5889,5021,1883,6904,3100,2837,5937,4398,4221,8619,7,5,12,3315,2450,5765,4661,1814,6475,4306,4131,8437,3021,2798,5819,117,5,122,3081,2275,5356,4305,1639,5944,3999,3791,7790,2826,2618,5444,109,351,460,11522,11442,22964,4406,4226,8632,105769,203358,1616,1.067555067,156566.9591,96.88549447,1.7916,34.9066
Teso,Amuria District,25,16,41,29332,13402,42734,28794,9516,38310,14675,10605,25280,14631,13490,28121,18,11,29,29204,13284,42488,28411,9416,37827,14521,13353,27874,14628,10543,25171,16,11,27,27816,12465,40281,26605,8870,35475,13551,12556,26107,13665,9886,23551,1108,2364,3472,72826,47029,119855,14656,13506,28162,183348,251653,1383,1.032173235,221713.2959,160.3133014,2.0302,33.6428
Acholi,Amuru District,33,30,63,37953,20401,58354,162960,12131,175091,17700,13944,31644,21552,20437,41989,31,29,60,37394,20262,57656,32532,11886,44418,21450,20254,41704,17640,13880,31520,31,29,60,36832,22016,58848,31881,11851,43732,21180,20008,41188,17416,13709,31125,1290,2235,3525,218646,66943,285589,21585,20467,42052,186696,247574,3619,1.028624826,221144.9495,61.10664534,3.1042,32.0837
Ankole,Ankole,132,117,249,91896,75326,167222,145190,97333,242523,46632,40424,87056,43372,39014,82386,117,101,218,87663,72075,159738,134654,90194,224848,40868,36806,77674,44096,38113,82209,103,80,183,84882,69892,154774,131834,87036,218870,39664,35677,75341,42693,36898,79591,1439,4481,5920,283850,252214,536064,43504,39131,82635,2895631,3608968,15067,1.022266152,3304662.45,219.3311509,,
Lango,Apac District,34,30,64,32019,16600,48619,33542,14560,48102,13488,10383,23871,14315,12910,27225,29,29,58,31234,16275,47509,31942,14152,46094,13985,12739,26724,13231,10153,23384,28,27,55,30732,15950,46682,31334,13913,45247,13699,12491,26190,12978,9950,22928,1269,2532,3801,79083,54483,133566,14349,12940,27289,185322,221962,1783,1.018204859,206508.5175,115.8208175,1.8445,32.4014
West Nile,Arua City,45,29,74,16452,9493,25945,24457,12298,36755,8810,6912,15722,10268,9942,20210,30,19,49,14644,8387,23031,20731,10057,30788,16855,9158,26013,7918,5982,13900,33,18,51,14114,8134,22248,20483,10173,30656,9766,9907,19673,7640,5743,13383,1571,2761,4332,49764,38674,88438,10313,9971,20284,309052,384656,404,1.022125199,352416.4159,872.3178611,3.0274,30.9071
West Nile,Arua District,6,3,9,9532,5004,14536,8429,3784,12213,4701,3551,8252,4025,3898,7923,3,1,4,9509,4983,14492,8148,3663,11811,4004,3799,7803,4697,3546,8243,3,1,4,8956,4755,13711,7582,3435,11017,4722,1846334,1851056,4493,3406,7899,319,565,884,22668,16240,38908,4031,3901,7932,133534,159722,800,1.018069175,148681.039,185.8512987,3.0018,30.9876
Bukedi,Budaka District,5,4,9,3677,2005,5682,5864,2219,8083,2938,2103,5041,4113,3859,7972,5,3,8,3633,1946,5579,5783,2157,7940,4075,3779,7854,2873,2063,4936,5,3,8,3412,1831,5243,5542,2016,7558,3875,3617,7492,2730,1959,4689,157,401,558,12484,10190,22674,4118,3863,7981,207597,281537,410,1.030935371,249235.3939,607.8912045,1.1005,34.0196
Bugisu,Bududa District,1,3,4,2118,1466,3584,5330,3570,8900,836,624,1460,1089,1021,2110,1,3,4,2047,1412,3459,5205,3508,8713,1067,1007,2074,805,594,1399,1,3,4,2057,1413,3470,5196,3498,8694,1072,1004,2076,809,591,1400,130,319,449,8285,6684,14969,1090,1024,2114,210173,26897,318,0.814165494,61214.32643,192.4978819,1.003,34.3338
Busoga,Bugiri District,37,29,66,7664,4412,12076,15464,7241,22705,5610,4482,10092,9415,8559,17974,37,29,66,7659,4397,12056,15385,7195,22580,9393,8534,17927,5591,4460,10051,37,29,66,7633,4389,12022,15296,7165,22461,9321,8454,17775,5546,4445,9991,589,1667,2256,28775,24723,53498,9452,8588,18040,382913,480345,1033,1.022928589,438704.419,424.6896603,0.5316, 33.7518
Bugisu,Bugisu,76,59,135,58316,37225,95541,112298,59442,171740,30538,24511,55049,42805,38343,81148,51,46,97,53972,34804,88776,100305,53642,153947,39428,34855,74283,28629,23004,51633,57,48,105,53964,34889,88853,100963,54306,155269,39472,34943,74415,28676,23042,51718,3064,6009,9073,201228,159580,360808,42881,38402,81283,1469892,1827757,2447,1.022029197,1675194.521,684.5911407,1.0783,34.1737
Busoga,Bugweri District,23,13,36,15016,8082,23098,24551,10023,34574,11010,8433,19443,14619,12518,27137,23,13,36,14750,7969,22719,23947,9877,33824,14506,12391,26897,10670,8371,19041,23,13,36,14318,7781,22099,23221,9600,32821,14043,12109,26152,10351,8035,18386,827,1244,2071,50600,39069,89669,14642,12531,27173,164886,211511,302,1.025214919,191457.8987,633.966552,0.6116,33.5952
Ankole,Buhweju District,1,0,1,652,668,1320,1052,884,1936,308,251,559,223,221,444,1,0,1,649,662,1311,1044,869,1913,223,221,444,307,250,557,1,0,1,645,651,1296,1020,856,1876,222,222,444,304,250,554,7,21,28,2013,2024,4037,224,221,445,12072,167921,751,1.301165617,58583.41681,78.0072128,0.3558,30.3897
North Central,Buikwe District,36,17,53,19721,14068,33789,35432,22776,58208,13176,10681,23857,17396,15839,33235,30,14,44,17854,12927,30781,29228,20438,49666,15833,14447,30280,12341,10131,22472,30,14,44,17138,12400,29538,28042,20107,48149,15191,13878,29069,11792,9706,21498,698,1878,2576,68365,63381,131746,17432,15856,33288,422771,520158,1270,1.020946558,478765.9383,376.9810538,0.2827, 33.0339
Teso,Bukedea District,20,22,42,15176,7287,22463,21750,7838,29588,7600,5362,12962,10079,8688,18767,18,22,40,14965,7083,22048,20985,7445,28430,9449,8539,17988,7390,5161,12551,18,22,40,15133,6969,22102,20451,7287,27738,9310,8427,17737,7263,5064,12327,942,3048,3990,44546,29197,73743,10099,8710,18809,203600,282864,1032,1.033427444,248003.4467,240.3134173,1.3557,34.1087
Bukedi,Bukedi,113,78,191,71366,42067,113433,110839,48735,159574,45876,36016,81892,65670,58302,123972,109,72,181,69005,40651,109656,105062,46650,151712,63116,56003,119119,44541,35106,79647,106,235,341,67953,40076,108029,103131,45797,148928,61990,55136,117126,43866,34619,78485,2520,4560,7080,228194,185198,413392,65783,58380,124163,1881415,2372489,4504,1.023462561,2162302.077,480.0848305,,
South Central,Bukomansimbi District,4,5,9,4203,3456,7659,4857,2896,7753,2907,2688,5595,2981,3001,5982,4,5,9,4180,3440,7620,4797,2879,7676,2941,2973,5914,2892,2677,5569,4,4,8,4173,3442,7615,4773,2867,7640,2935,2966,5901,2891,2714,5605,102,367,469,11971,12046,24017,2985,3006,5991,151413,197568,600,1.026964294,177621.3751,296.0356251,0.1433,31.6055
Bugisu,Bukwo District,3,0,3,1299,895,2194,3734,1923,5657,497,438,935,766,593,1359,0,0,0,550,547,1097,1145,1035,2180,255,235,490,289,274,563,0,0,0,526,529,1055,1084,985,2069,235,211,446,263,252,515,27,52,79,5533,3849,9382,769,593,1362,89356,114396,525,1.025011439,103632.5039,197.3952454,1.2819,34.7299
Bugisu,Bulambuli District,5,2,7,5887,3962,9849,10857,5951,16808,3100,2489,5589,3684,3541,7225,3,2,5,5241,3526,8767,9540,5299,14839,3273,3224,6497,2836,2253,5089,3,2,5,5199,3561,8760,9317,5185,14502,3179,3189,6368,2799,2252,5051,329,700,1029,19849,15945,35794,3689,3543,7232,174513,235391,695,1.030377121,208835.8364,300.4832179,1.4815,34.2866
Bunyoro,Buliisa District,4,3,7,12271,6924,19195,13394,6622,20016,8251,6701,14952,12458,11517,23975,4,3,7,12186,6887,19073,13082,6351,19433,12355,11338,23693,8184,6655,14839,4,1,5,11616,6699,18315,12802,6476,19278,11682,10782,22464,7839,6420,14259,798,1911,2709,33920,31767,65687,12462,11520,23982,113161,167894,1367,1.040240696,143383.711,104.8893277,1.8992,31.3542
Tooro,Bundibugyo District,16,27,43,12840,7801,20641,24092,12405,36497,8566,6676,15242,10019,8935,18954,16,25,41,12599,7696,20295,23560,12274,35834,9830,8760,18590,8385,6536,14921,16,24,40,12633,7702,20335,23855,12372,36227,9927,8795,18722,8436,6573,15009,593,1234,1827,45514,35844,81358,10035,8962,18997,224387,264778,850,1.016689692,247815.3567,291.5474784,0.6852, 30.0203
Tooro,Bunyangabu District,9,1,10,3582,3016,6598,5607,4020,9627,1860,1647,3507,1932,9345,11277,10,0,10,3379,2862,6241,5085,3645,8730,1801,1644,3445,1782,1558,3340,10,0,10,3227,2706,5933,4920,3519,8439,1736,38571,40307,1703,1504,3207,67,184,251,11058,18029,29087,1941,9346,11287,170247,219012,466,1.025507508,198021.5857,424.939025,0.4871,30.2051
Bunyoro,Bunyoro,132,95,227,111157,74629,185786,264675,79882,344557,64130,51822,115952,85601,79011,164612,124,91,215,105126,70639,175765,131093,72832,203925,81232,74857,156089,60962,49479,110441,122,83,205,104442,69650,174092,132416,75811,208227,80359,74404,154763,173818,48991,222809,6552,15774,22326,440094,285439,725533,85733,79106,164839,2028545,2792732,16580,1.032486689,2457488.054,148.2200274,,
Ankole,Bushenyi District,0,2,2,4317,3932,8249,5546,4119,9665,1788,1573,3361,1247,1294,2541,0,2,2,4216,3822,8038,5008,3657,8665,1199,1246,2445,1735,1508,3243,0,2,2,3973,3591,7564,4682,3399,8081,1121,1118,2239,1626,1412,3038,54,190,244,11651,10920,22571,1247,1296,2543,234443,283392,845,1.019142779,262692.3706,310.8785451,0.4875,30.1127
Bukedi,Busia District,50,23,73,36556,21989,58545,57971,26175,84146,22703,18017,40720,33289,29059,62348,48,19,67,35621,21470,57091,55306,25389,80695,32327,28281,60608,22234,17729,39963,47,171,218,35420,21362,56782,54432,25179,79611,32073,28139,60212,22109,17630,39739,1095,1842,2937,117280,95263,212543,33339,29082,62421,323662,412671,729,1.024592621,374454.5013,513.6550087,0.4045,34.0196
Busoga,Busoga,977,745,1722,254412,141662,396074,452143,216906,669049,173652,130196,303848,269730,234513,504243,773,542,1315,247149,136447,383596,434462,206530,640992,262041,228756,490797,168018,125590,293608,729,491,1220,242669,134198,376867,426170,202823,628993,258502,224078,482580,165100,123601,288701,19227,39291,58518,881184,724022,1605206,270707,235258,505965,3583196,4363295,9443,1.019892507,4032709.81,427.0581182,,
Bukedi,Butaleja District,9,5,14,5516,3419,8935,8739,3742,12481,4155,3254,7409,6033,5279,11312,9,5,14,4864,3055,7919,7496,3302,10798,5287,4511,9798,3798,2960,6758,9,5,14,4915,3101,8016,7478,3269,10747,5319,4584,9903,3853,2990,6843,192,403,595,18419,15699,34118,6042,5284,11326,244153,312771,655,1.025076887,283270.0852,432.4734125,,
South Central,Butambala District,2,1,3,7147,6926,14073,7498,5323,12821,4101,3985,8086,3586,3463,7049,2,1,3,6777,6412,13189,6554,7479,14033,3137,3180,6317,3929,3830,7759,2,1,3,6504,6230,12734,6392,4736,11128,3078,3136,6214,3828,3717,7545,92,501,593,18748,19698,38446,3588,3464,7052,10084,146516,405,1.306848434,50232.4276,124.0306854,0.1742,32.1065
Bukedi,Butebo District,26,30,56,5614,2509,8123,7243,2464,9707,4115,3110,7225,4952,4433,9385,26,30,56,5562,2485,8047,7107,2435,9542,4920,4414,9334,4106,3106,7212,26,28,54,5287,2400,7687,6966,2417,9383,4440,4045,8485,3828,2950,6778,134,276,410,16998,12546,29544,4978,4463,9441,111762,171433,236,1.043710436,144468.885,612.1562926,1.2393,33.83
North Central,Buvuma District,4,2,6,2909,1886,4795,5199,3140,8339,2301,1883,4184,3677,3419,7096,4,2,6,2888,1869,4757,5171,3123,8294,3633,3387,7020,2273,1875,4148,4,2,6,2886,1875,4761,5267,3042,8309,3617,3364,6981,2277,1863,4140,202,470,672,10413,10330,20743,3681,3421,7102,8989,110832,296,1.285568963,40577.34751,137.0856335,0.3765,33.2588
Busoga,Buyende District,26,19,45,12975,6744,19719,20674,9355,30029,10324,7905,18229,21046,19368,40414,26,19,45,12973,6741,19714,20671,9330,30001,21036,19368,40404,10318,7892,18210,26,19,45,12965,6738,19703,20662,9323,29985,21019,19342,40361,10309,7876,18185,1629,3322,4951,43999,43391,87390,21072,19387,40459,323067,403486,1379,1.022477093,369159.5617,267.700915,1.2414,33.1239
Lango,Dokolo District,14,6,20,18242,8333,26575,21276,6767,28043,9642,7277,16919,11511,10762,22273,11,4,15,17682,8211,25893,20644,6587,27231,11169,10489,21658,9432,7140,16572,11,3,14,17349,8030,25379,20268,6548,26816,10880,10246,21126,9235,6972,16207,1354,2219,3573,49174,33145,82319,11525,10768,22293,183093,215625,1004,1.016489126,201970.6038,201.16594,1.9131,33.1717
Tooro,Fort Portal City,8,9,17,904,735,1639,2358,2066,4424,554,481,1035,664,558,1222,8,9,17,812,659,1471,2076,1814,3890,587,479,1066,513,424,937,8,9,17,806,650,1456,2143,1862,4005,587,495,1082,519,422,941,41,219,260,3824,3849,7673,672,567,1239,10224,137549,127,1.296831825,48632.07484,382.9297232,0.6546,30.2801
South Central,Gomba District,0,1,1,5817,5033,10850,7317,5187,12504,3583,3194,6777,2782,2614,5396,0,1,1,5437,4691,10128,6793,4800,11593,2513,2364,4877,3303,2983,6286,0,1,1,5377,4696,10073,6685,4676,11361,2535,2366,4901,3275,2957,6232,93,471,564,16717,16029,32746,2782,2615,5397,159922,19912,1670,0.811933886,45817.58721,27.43568096,0.223,31.6739
Acholi,Gulu City,99,108,207,16843,11953,28796,27510,15204,42714,9874,8942,18816,12484,11929,24413,50,50,100,13796,9436,23232,20427,11011,31438,9624,9234,18858,7867,7084,14951,50,50,100,13350,9105,22455,19630,10491,30121,9137,8747,17884,7511,6810,14321,952,1955,2907,54326,48136,102462,12583,12037,24620,185042,233271,222,1.023432122,212630.0181,957.7928744,2.7743,32.2882
Acholi,Gulu District,13,12,25,30268,15253,45521,26128,10033,36161,14354,10927,25281,14971,13530,28501,10,7,17,29371,14673,44044,24778,9457,34235,14580,13074,27654,14046,10672,24718,9,5,14,28859,14364,43223,24517,9284,33801,14639,13323,27962,13791,10568,24359,1183,2039,3222,70763,49755,120518,14984,13542,28526,108428,135373,1721,1.022442893,123872.7591,71.97719876,2.955,32.4467
Bunyoro,Hoima City,1,1,2,2689,2098,4787,6020,4497,10517,1524,1342,2866,2314,2050,4364,1,1,2,2359,1863,4222,5100,3646,8746,2081,1811,3892,1363,1199,2562,1,0,1,2624,2026,4650,5781,5981,11762,2271,2003,4274,1494,1311,2805,161,282,443,10234,9988,20222,2315,2051,4366,100099,143304,227,1.036532342,124144.3284,546.8913144,1.4274,31.3484
Bunyoro,Hoima District,2,1,3,7069,4392,11461,7814,3916,11730,4507,3607,8114,5648,5214,10862,2,1,3,6892,4296,11188,7508,3655,11163,5476,5021,10497,4426,3548,7974,2,1,3,6825,4274,11099,7515,3656,11171,5434,5016,10450,117379,3520,120899,515,1286,1801,19392,17130,36522,5650,5215,10865,205432,257544,1341,1.022865037,235276.2555,175.4483636,1.6343,31.171
Ankole,Ibanda District,17,17,34,20398,16228,36626,34625,22678,57303,9881,8214,18095,8104,6703,14807,8,15,23,19707,15557,35264,32750,21223,53973,7525,6394,13919,9404,7753,17157,11,9,20,19453,15345,34798,32405,20880,53285,7446,6297,13743,9283,7631,16914,414,773,1187,64921,53840,118761,8121,6720,14841,249625,309466,622,1.021721392,283976.8883,456.5544828,0.0966,30.4818
Busoga,Iganga District,38,28,66,32022,18354,50376,52871,25050,77921,21090,16244,37334,29955,26648,56603,35,23,58,31019,17591,48610,51023,23951,74974,29103,25811,54914,20304,15463,35767,20,13,33,29506,16789,46295,48011,22468,70479,27773,24634,52407,19408,14824,34232,1979,4322,6301,106021,86324,192345,29993,26676,56669,339311,426958,633,1.023242857,389466.6445,615.2711604,0.7236,33.4832
Ankole,Isingiro District,71,57,128,34111,27631,61742,49805,33824,83629,18921,16470,35391,20879,19005,39884,80,55,135,33697,27397,61094,48593,32853,81446,20703,18726,39429,18801,16354,35155,59,39,98,31627,25892,57519,46181,30102,76283,19640,17788,37428,17769,15450,33219,421,1695,2116,102908,96987,199895,20950,19062,40012,486360,635077,2536,1.027038806,570793.4366,225.0762763,0.8435,30.8039
Busoga,Jinja City,340,346,686,12884,8865,21749,27314,16313,43627,7954,6561,14515,11954,10767,22721,197,204,401,11430,7645,19075,23192,12947,36139,10320,10436,20756,7022,5608,12630,164,168,332,10924,7290,18214,22513,12667,35180,9781,8806,18587,6815,5531,12346,496,1452,1948,48492,42852,91344,12294,11113,23407,247074,279184,179,1.012293266,265867.4277,1485.292892,0.5349,33.2139
Busoga,Jinja District,81,65,146,21401,12114,33515,38579,18762,57341,14175,10140,24315,22527,18560,41087,72,56,128,20220,11431,31651,35705,17322,53027,21447,17568,39015,13473,9665,23138,72,56,128,20072,11373,31445,35471,17225,52696,21722,17443,39165,13391,9603,22994,907,2155,3062,74236,59641,133877,22608,18625,41233,224168,280905,499,1.022818525,256664.1006,514.3569151,0.5349,33.2139
Karamoja,Kaabong District,24,19,43,11411,8101,19512,21115,11821,32936,5983,5119,11102,15451,14652,30103,14,12,26,10820,7673,18493,19082,10536,29618,14708,14001,28709,5782,4829,10611,14,12,26,10615,7531,18146,18637,10520,29157,14375,13668,28043,5654,4726,10380,275,1410,1685,38533,39712,78245,15475,14671,30146,116646,264631,4751,1.085368184,190691.9549,40.13722478,3.5696,34.242
Kigezi,Kabale District,20,12,32,462,496,958,1632,2363,3995,172,149,321,212,231,443,1,3,4,298,373,671,1137,1915,3052,120,146,266,100,89,189,1,1,2,285,350,635,1078,1802,2880,116,139,255,96,86,182,6,24,30,2286,3251,5537,232,243,475,230609,285588,561,1.021612905,262176.9302,467.3385565,1.3505,30.0203
Tooro,Kabarole District,5,6,11,2880,2283,5163,5522,3772,9294,1703,1379,3082,1560,1341,2901,2,1,3,2773,2239,5012,5067,3489,8556,1487,1270,2757,1636,1346,2982,2,1,3,2761,2208,4969,4960,3457,8417,1469,1254,2723,1627,1323,2950,32,135,167,10110,8781,18891,1565,1347,2912,196749,230368,1184,1.015900003,216280.968,182.6697365,0.6833, 30.2974
Teso,Kaberamaido District,17,13,30,7809,4730,12539,8009,3241,11250,4075,3180,7255,3706,3242,6948,17,13,30,7484,4601,12085,7620,3059,10679,3580,3113,6693,3954,3106,7060,17,13,30,7403,4556,11959,7568,3028,10596,3560,3099,6659,3961,3098,7059,314,542,856,19910,14406,34316,3723,3255,6978,105152,140986,689,1.02975959,125381.2538,181.9756949,1.6325, 33.1239
Bunyoro,Kagadi District,7,7,14,11466,7628,19094,18912,10501,29413,6188,4697,10885,6654,5787,12441,5,6,11,10358,6922,17280,16506,9284,25790,5830,5117,10947,5588,4291,9879,6,6,12,10741,7150,17891,17220,9548,26768,6006,5265,11271,5740,4426,10166,883,1660,2543,36573,28620,65193,6661,5794,12455,351033,471111,1420,1.029858434,418806.2219,294.9339591,0.95,30.8
Bunyoro,Kakumiro District,10,9,19,10767,6852,17619,13591,6496,20087,5509,4631,10140,6382,5537,11919,10,9,19,10185,6515,16700,12300,5949,18249,6068,5212,11280,5300,4444,9744,10,9,19,10473,6703,17176,12860,6134,18994,6194,5353,11547,5456,4585,10041,578,1487,2065,29877,23525,53402,6392,5546,11938,293108,428176,1701,1.038626657,367946.3179,216.3117683,1.0028,31.3084
Teso,Kalaki District,6,5,11,5715,2650,8365,5622,2475,8097,3237,2697,5934,2632,2457,5089,6,5,11,5705,2650,8355,5622,2485,8107,2632,2457,5089,3237,2697,5934,5,5,10,5558,2573,8131,5405,2392,7797,2524,2350,4874,3129,2628,5757,318,518,836,14580,10284,24864,2638,2462,5100,109874,149736,658,1.031438004,132298.1315,201.0609902,,
South Central,Kalangala District,8,9,17,1758,1681,3439,4628,4646,9274,1103,1022,2125,1454,1385,2839,8,9,17,1698,1656,3354,4442,4462,8904,1337,1273,2610,1052,999,2051,8,9,17,1650,1613,3263,4246,4295,8541,1301,1230,2531,1030,968,1998,309,343,652,7497,8743,16240,1462,1394,2856,54293,74411,452,1.03202289,65596.37205,145.1247169,0.6351,32.5373
Busoga,Kaliro District,123,81,204,13510,6919,20429,26248,13948,40196,9909,6983,16892,18873,17085,35958,113,67,180,13411,6817,20228,25994,13751,39745,18638,16875,35513,9797,6909,16706,110,65,175,13285,6783,20068,25824,13686,39510,18593,16789,35382,9676,6840,16516,2701,3935,6636,49790,45016,94806,18996,17166,36162,286397,236199,779,0.980914059,255125.7054,327.5041148,0.8927,33.5028
South Central,Kalungu District,20,8,28,6863,6113,12976,7872,4984,12856,3823,3828,7651,3234,3369,6603,14,8,22,6758,6007,12765,7660,4813,12473,3155,3278,6433,3779,3753,7532,15,8,23,6385,5660,12045,7360,4622,11982,3040,3068,6108,3573,3525,7098,200,670,870,18578,18302,36880,3254,3377,6631,174368,221569,790,1.024245869,201322.4065,254.8384892,0.0953,31.7651
Kampala,Kampala,515,517,1032,23437,20420,43857,59809,51325,111134,17347,16115,33462,28036,18860,46896,218,210,428,15541,13792,29333,35843,33120,68963,12834,11998,24832,10997,10144,21141,234,227,461,15065,13681,28746,35732,33809,69541,12835,12017,24852,10845,9949,20794,1220,3966,5186,101108,107237,208345,28551,19377,47928,1507080,1797722,195,1.017791039,1675282.464,8591.192123,0.3152,32.5816
Kampala,Kampala District,515,517,1032,23437,20420,43857,59809,51325,111134,17347,16115,33462,28036,18860,46896,218,210,428,15541,13792,29333,35843,33120,68963,12834,11998,24832,10997,10144,21141,234,227,461,15065,13681,28746,35732,33809,69541,12835,12017,24852,10845,9949,20794,1220,3966,5186,101108,107237,208345,28551,19377,47928,1507080,1797722,195,1.017791039,1675282.464,8591.192123,0.3152,32.5816
Busoga,Kamuli District,44,33,77,47740,25528,73268,87075,40753,127828,29868,21268,51136,48360,40111,88471,24,17,41,47026,24921,71947,85083,39417,124500,47597,39469,87066,29249,20762,50011,24,17,41,45761,24257,70018,82330,38405,120735,46313,38479,84792,28336,20166,48502,4216,7887,12103,164727,127693,292420,48404,40144,88548,486319,540252,1515,1.01057259,517995.9032,341.9114872,0.9187,33.1239
Tooro,Kamwenge District,55,54,109,26475,18634,45109,35180,18654,53834,15983,12418,28401,19367,17437,36804,57,52,109,25241,17750,42991,33679,17718,51397,18497,16554,35051,15329,12248,27577,57,104,161,24717,16306,41023,32482,17171,49653,17785,16048,33833,14922,11545,26467,1094,5325,6419,77693,67197,144890,19422,17491,36913,270668,337167,1695,1.022211623,308803.2075,182.1847832,0.2903,30.574
Kigezi,Kanungu District,9,10,19,12287,9808,22095,16454,10516,26970,6035,4945,10980,5106,4424,9530,7,10,17,12004,9582,21586,16017,10170,26187,4935,4289,9224,5850,4806,10656,7,10,17,11890,9467,21357,15870,10059,25929,4884,4231,9115,5813,4755,10568,161,449,610,34785,29703,64488,5115,4434,9549,252144,310062,1275,1.020892447,285449.0367,223.8815974,0.8195, 29.7426
Bugisu,Kapchorwa District,20,15,35,1033,875,1908,2527,1923,4450,525,446,971,425,406,831,9,6,15,891,768,1659,2091,1605,3696,327,331,658,466,372,838,9,6,15,868,758,1626,2046,1580,3626,321,327,648,459,368,827,13,47,60,4105,3665,7770,445,421,866,105186,133621,212,1.024216287,121424.9705,572.7592948,1.3514,34.3754
